,review,condition,drugName
125950,"""I have been on escitalopram  mg for  months now. The first month was very rough, side effects were nauseous and major increased anxiety. I did occasionally take a low dose of Klonopin for the increased anxiety which really helped. After about - weeks I saw a huge improvement in my anxiety. I have not gained any weight and sleep very well,( I take it at night before bed). Wow. I finally feel back to myself. These reviews got me through the first month! Definitely stick it out and know that your body will adjust to the medicine! I will occasionally feel a little anxious but it passes quickly and I can cope so much better! Am so grateful that this is working and that I can enjoy my life again!!!""",2,3
125963,"""Perfect for the immediate relief of panic or anxiety.""",2,1
125979,"""I have been on a few other anti-anxiety meds over the past decade.  The last one I was on was an absolute nightmare, so I vowed to NEVER take meds again.  Since then, I tried natural remedies, exercise etc. to combat this constant agitation and anxiety I have been feeling.  I couldn&#;t really be in the moment and enjoy.  I&#;ve been on  mg. of Lexapro for over  months now and haven&#;t felt this good in a forever (it seems).  I feel normal again and I actually want to get out and do things.  I see now how severely depressed/anxious I have been for so long.  This medication has given me my life back.  I have not gained any weight, thus far and have stayed the same.  Everyone is different, so I feel very lucky that this is working for me.""",2,3
126013,"""Very little pain relief, just a sick stomach and a very clamy sick feeling in the morning.""",4,7
126043,"""The absolute best benzodiazepine. I&#;ve had Anxiety and Night terrors ever since I can remember. As a kid, I was always scared to sleep alone, and in the dark. My mom had to always sit with my til I fell asleep. This never went away. I&#;m  years old now. My doctor first RX&#;D me Xanax mg x daily, it really helped, but it stopped working so quickly! Then I got put on Klonopin mg x daily, now that&#;s exactly what my body and mind needed. I&#;m perfectly anxiety free, and can sleep with no hesitation. Klonopin is the best. Thanks Klonopin!""",2,2
126059,"""I&#;ve been on Vyvanse at varying dosages (- mg) for about  years. I&#;ve never been on anything else really, so I can&#;t speak to other drugs, but I feel like I got my life back. I did notice it would wear off for me around  in the afternoon though, and the doctor put me on a low dose of Dextroamphetamine at : to supplement the rest of the day. So far, so good. I don&#;t want to take higher and higher doses, so I try to stay where I&#;m at and make that work. Most days it does. Great drug for me.""",1,6
126062,"""This has been the only medicine to help with my insomnia and I&#;ve tried a lot.   Unfortunately, I&#;m finding I&#;m also irritable most of the day since I&#;ve ramped up to  pills per day.  I&#;m cutting back to two to see if that helps that side.""",3,4
126087,"""My daughter is  and has tried other medicines for ADHD. I did not like them because of the side effects, she was like a zombie. With the Vyvanse, I don&#;t notice a major change in her personality.  AND, she is focusing better in school.  Much better grades.  I love this medicine because she still acts like MY DAUGHTER and not some alien.""",1,6
126130,"""Was prescribed this medicine to combat my generalized anxiety disorder. It worked fine for a few months, but then I got depressed.  I didn&#;t want to leave the house, talk on the phone, or even text or email any friends at all.  I also gained  lbs.  That might have had something to do with the depression that suddenly came about also.  This might work for some people, but I was not one of them.""",2,3
126137,"""I thought Lexapro wasn&#;t going to help my anxiety but after about  weeks it made a huge difference. I feel like I&#;m living again!""",2,3
126191,"""I had heard that so many people had success with accutane, and I especially saw the success my cousin had with it, so I was really excited. The first month I took it all the skin peeled off on my lips, and face, and I had to stop wearing contacts because it dried my eyes so bad and it made my acne the worst it&#;s ever been. I felt awful about myself. I constantly tried to fix my hair so that it would cover my face and do anything to avoid going out in public. I looked awful. Accutane did this to me until the last month I was on it and then my face was semi clear, but once I stopped it my acne came back the same.  month of decent skin!? :&#;( Only thing that helps me control acne is SULFER *Pomada de Azufre* bought at Walgreens.""",0,5
126224,"""I have terrible Post Traumatic Stress Disorder and this medication has helped me so much.""",2,2
126261,"""I was a junior in High School. Because of moderate acne throughout high school, my mom thought it would be a good idea for me to go on Accutane during the last part of my junior year. I took the first  days of the prescription, noticing my lips had cracked and bled horribly. Smiling was no longer possible. With the first refill came a notice about &quot;notifying your Doctor if diabetes runs in your family&quot;. I told my doctor, my dad and his brother both died from diabetes complications. I was told I had &quot;NOTHING&quot; to worry about. I took Accutane for two months.  Three years later, when I was , I was diagnosed with Diabetes. """,0,5
126369,"""Also taken for occasional general anxiety but mostly for social anxiety disorder. Taken &quot;as needed&quot; which for me is between . and  mg every other day or so.  Excellent medicine, puts you in a sort of &quot;I don&#;t care&quot; state so not much makes you anxious. Obvious side effect of drowsiness but it is certainly bearable. """,2,2
