,review,condition,drugName,card2vec
1592,belviq  years initially started taking lose weight wedding last year time began taking belviq august  started feeling results although slow within month several fittings big day seamstress keep taking dress lost  lbs  months amazed two months wedding anniversary currently lbs started  last time weighed  gone size  size  would still like lose another  lbs doubt ill get belviq,875,1928,"[0.7561322450637817, 1.7894477844238281, -0.03501282259821892, 0.22342142462730408, 0.7539573311805725, 1.358724594116211, 0.7582671642303467, -0.5696552395820618, -0.4590138792991638, -0.4419919550418854, 0.16263394057750702, -0.910507082939148, -1.341576337814331, -0.6017835140228271, 0.5304343104362488, 0.044496480375528336, 0.29480108618736267, -0.0790177434682846, -1.0929361581802368, -0.12275327742099762, 0.3473934233188629, 0.26095613837242126, -0.14792637526988983, -1.1564077138900757, 0.5594441890716553, -0.49468785524368286, -0.4543873071670532, -0.8379825353622437, -1.200936198234558, 0.4985724091529846, -0.24357475340366364, 0.029781416058540344, -1.0935152769088745, -0.24912679195404053, -1.0704089403152466, 0.4341036379337311, 0.3523627817630768, 0.6375505328178406, -0.5442960858345032, 0.5215295553207397, 0.22176596522331238, 0.2140221744775772, 0.2306138575077057, 0.290282666683197, 0.4665714204311371, -0.4526101350784302, 0.29872652888298035, -1.0706733465194702, 0.5551741719245911, -0.859157919883728, -0.6120548248291016, -0.1881650984287262, 0.5669658780097961, 0.8164998292922974, 0.9599024653434753, -0.1190333366394043, -0.9639968872070312, -0.24790090322494507, -0.48266804218292236, -1.9936326742172241, -0.0427694134414196, -1.362542748451233, 0.15459516644477844, 0.3001689016819]"
1593,medicine worked right bat  minutes could breathe much better smoker helped wheezing go away tired energy bad part heart attack  stents  years bp perfect  pulse   even drinking caffiene smoking since starting bp increased little pulse matter stays   cant take reason,538,675,"[0.7789104580879211, 0.3172207176685333, 0.04402122274041176, 0.39401382207870483, 0.8312332034111023, 0.5083630084991455, 0.5167801976203918, -0.3357990086078644, -0.35084861516952515, 0.12355346232652664, -0.24703119695186615, 0.6131110787391663, -0.3081888258457184, -0.5230540633201599, 0.8468338251113892, 0.23922164738178253, -0.47078508138656616, 0.6744425296783447, 0.4297930598258972, -0.5766038298606873, 0.5917540788650513, 0.49033522605895996, 0.16186319291591644, -0.7560899257659912, 0.6665046811103821, -0.33832553029060364, -0.1570858359336853, -0.5358547568321228, -1.0956310033798218, 0.05648203566670418, 0.0457092821598053, -0.03806420415639877, -1.404140591621399, -0.46401166915893555, -1.0137302875518799, 0.5078483819961548, 1.0188707113265991, 0.6940268278121948, -0.11750735342502594, 0.4694695770740509, -0.011533163487911224, -0.4228562116622925, -0.07471463829278946, -0.3088296949863434, -0.2055237889289856, -0.4185713529586792, -0.38819295167922974, 0.7455243468284607, 1.3254481554031372, -0.2682616114616394, -0.29979828000068665, -0.596437394618988, -0.3812415301799774, -0.8111480474472046, 0.896111011505127, -0.016693444922566414, -0.5747799873352051, 0.4000343382358551, 0.1385979801416397, -0.7609385251998901, 0.4866645634174347, -0.01214445848017931, -0.4593432545661926, -0.08902909606695175]"
1594,medicine worked right bat  minutes could breathe much better smoker helped wheezing go away tired energy bad part heart attack  stents  years bp perfect  pulse   even drinking caffiene smoking since starting bp increased little pulse matter stays   cant take reason,538,73,"[0.6857297420501709, 0.14517579972743988, -0.032410942018032074, 0.3647470772266388, 1.022252082824707, 0.43866464495658875, 0.45730459690093994, -0.5039602518081665, -0.3185573220252991, 0.258299320936203, -0.22046297788619995, 0.511391282081604, -0.30477264523506165, -0.5420694947242737, 0.8221110105514526, 0.24804577231407166, -0.5630362629890442, 0.7471833229064941, 0.3961080312728882, -0.37182554602622986, 0.6902346611022949, 0.43190905451774597, 0.18773432075977325, -0.7098000645637512, 0.8121471405029297, -0.24798013269901276, -0.009001122787594795, -0.5917732119560242, -1.003418207168579, 0.09886885434389114, -0.031244361773133278, -0.16541701555252075, -1.540049433708191, -0.5266240239143372, -0.7777050137519836, 0.41546785831451416, 0.7998567819595337, 0.5503038763999939, -0.3748573362827301, 0.47550156712532043, -0.05319336801767349, -0.37373390793800354, -0.16986817121505737, -0.43594735860824585, -0.04446510598063469, -0.4765962064266205, -0.2660956084728241, 0.6983790993690491, 1.2404671907424927, -0.2567764222621918, -0.46089762449264526, -0.5584501624107361, -0.4787696301937103, -1.0145807266235352, 0.9334103465080261, -0.035714659839868546, -0.4339334964752197, 0.43418434262275696, 0.1744789481163025, -0.7460388541221619, 0.4034292697906494, -0.03790345415472984, -0.4440728425979614, -0.13723520934581757]"
1595,works well depression even stopped nerve pain didnt know since lived life thought normal pins needle feeling nerve endings lifted depression okay anxiety still take valium true panic attacks warning though getting medication give hard withdrawals slowly wean get brain freezes shivers freaky scary also extremely irritable coming,272,1178,"[-1.2870782613754272, 1.1765244007110596, -0.6691844463348389, -0.6907574534416199, 0.0858742743730545, -0.5414589643478394, 0.21796485781669617, -0.8333016037940979, 0.3698550760746002, 0.1291026920080185, -0.11068496853113174, 0.6616259813308716, -0.7027421593666077, -0.5819498896598816, 0.15664170682430267, 1.0191551446914673, -0.5864291787147522, 0.8100965023040771, 0.9463995099067688, -0.28892430663108826, 1.7673542499542236, -0.7923318147659302, -0.07219364494085312, 0.8897954821586609, 0.30198949575424194, -0.6603034734725952, 0.196791872382164, -0.17696788907051086, -0.05534103140234947, -0.7180129885673523, 0.7107524275779724, -0.6260882019996643, -1.0265133380889893, -0.702262282371521, 0.3489026427268982, 0.28354012966156006, 0.7977588772773743, -0.5499523282051086, -0.6976058483123779, 0.3663497269153595, -1.009856104850769, 0.7193290591239929, 1.1452208757400513, 0.8783951997756958, -0.11555957794189453, 0.10034541040658951, -0.04002178832888603, 0.6275534629821777, -0.5573517084121704, 0.3986790180206299, -0.4542718231678009, -0.36160993576049805, -0.60731440782547, 0.14014607667922974, 0.5402681231498718, -0.02394190989434719, -0.6906148791313171, 0.5872593522071838, 1.3969407081604004, -0.5797516107559204, -0.19356666505336761, -0.9187068343162537, -0.4010534882545471, 0.1445614993572235]"
1596,works great strep infection,850,3485,"[0.04496248438954353, 0.0026267680805176497, 0.07644672691822052, -0.03321875259280205, 0.48026585578918457, -0.0972125306725502, 0.18701961636543274, -0.09445551037788391, -0.21060718595981598, -0.16590741276741028, 0.25290319323539734, 0.25025883316993713, 0.048566754907369614, -0.4647040367126465, 0.309497207403183, -0.10719840973615646, 0.12313167005777359, -0.009686196222901344, -0.3307833969593048, -0.0032286825589835644, -0.04314321652054787, -0.10355430841445923, 0.24146002531051636, -0.0472293496131897, 0.10548028349876404, 0.03634592518210411, -0.21135467290878296, -0.008714418858289719, -0.04226214438676834, 0.3329041302204132, 0.23913893103599548, 0.23564903438091278, -0.16162216663360596, 0.1531607210636139, 0.2210976481437683, 0.161552295088768, 0.2731364965438843, 0.18370608985424042, -0.039761267602443695, 0.016745787113904953, -0.2222529500722885, 0.29222819209098816, -0.1760365217924118, -0.09022606164216995, 0.01640765182673931, -0.020644208416342735, -0.10113157331943512, 0.05173838138580322, -0.03991922736167908, 0.15773025155067444, 0.009915853850543499, -0.09601730108261108, -0.0054228827357292175, -0.07509266585111618, 0.11604081839323044, -0.024849070236086845, -0.17834016680717468, -0.11415259540081024, -0.04250117391347885, 0.0436849370598793, 0.06349281221628189, -0.20294064283370972, -0.35215407609939575, 0.11295963078737259]"
1597,severe leg pain cramping legs feet bruising good med,615,1032,"[-0.13274185359477997, 0.21788205206394196, -0.3126666843891144, 0.34460559487342834, 0.34358739852905273, -0.08991453796625137, 0.4028177559375763, -0.2044551968574524, 0.12189260870218277, -0.015955859795212746, 0.3368961215019226, -0.05577799305319786, -0.2521440088748932, -0.5158985257148743, -0.044599808752536774, 0.1757068783044815, 0.3136177659034729, 0.2275092899799347, 0.04174426570534706, 0.16708771884441376, 0.13286460936069489, 0.1513872891664505, 0.042726024985313416, 0.03652874380350113, 0.20382080972194672, 0.008665506727993488, -0.20287422835826874, 0.14813232421875, 0.3886484205722809, 0.4369780719280243, 0.30463939905166626, 0.2552011013031006, -0.40615102648735046, -0.15027067065238953, 0.1030815988779068, -0.11986958980560303, 0.19119182229042053, 0.34981662034988403, -0.05386296659708023, 0.1531280279159546, 0.08378630131483078, 0.4772438406944275, 0.06045570224523544, -0.06582964956760406, -0.014338431879878044, -0.0555933453142643, -0.41120582818984985, 0.11799949407577515, 0.4137629270553589, 0.13603222370147705, 0.089758962392807, 0.03451477363705635, 0.3149508237838745, -0.3192001283168793, 0.45470601320266724, 0.006733081303536892, -0.4624764025211334, 0.15222617983818054, -0.18480053544044495, 0.01786624826490879, 0.30585968494415283, -0.2783016264438629, -0.27013343572616577, 0.3153117597103119]"
1598,today received results bone density test boniva two years delighted say reversal osteoporosis thank boniva,615,640,"[-0.054319411516189575, -0.1980123668909073, -0.6842038631439209, 0.413559228181839, 0.4445476830005646, -0.21728059649467468, 0.42759713530540466, -0.1999409794807434, -0.3295314311981201, 0.46194976568222046, 0.12475448846817017, 0.36460813879966736, -0.1951083093881607, -0.6419195532798767, 0.6138296723365784, -0.13459819555282593, 0.12994323670864105, -0.04455646499991417, -0.26068663597106934, 0.719941258430481, 0.5892468690872192, -0.41974449157714844, 0.05149806663393974, -0.171868234872818, 0.10187206417322159, -0.1475476324558258, -0.5520326495170593, -0.4160936772823334, -0.020212391391396523, 0.576802670955658, 0.28782668709754944, 0.5832387804985046, -0.49192583560943604, -0.4248429834842682, -0.14681099355220795, 0.017548972740769386, 0.5679857730865479, 0.7199175953865051, 0.19035527110099792, 0.12309254705905914, -0.6285443902015686, 0.24628432095050812, 0.07857155799865723, -0.08044292777776718, -0.3219095468521118, -0.25720906257629395, -0.4590091109275818, -0.2426082342863083, 0.4574568569660187, 0.5268957018852234, -0.40766796469688416, -0.001486668479628861, 0.12213960289955139, -0.32630467414855957, 0.017850035801529884, 0.19237513840198517, -0.3721538484096527, 0.12602490186691284, -0.022724170237779617, -0.44969692826271057, 0.3356674611568451, -0.46523618698120117, -0.3167272210121155, 0.7208269238471985]"
1599,ive terrible motion sickness nothing worked used medication worked perfect first times took everytime traveled plane however ive noticed use patch worse side effects become using patch experience extremely dry throateyesnose blurred vision even nausea although successfully kept becoming sick traveling point im sure effect always hold true,540,2870,"[-0.26571521162986755, 0.04611847922205925, -0.22558905184268951, 0.14451216161251068, 0.9599911570549011, 0.38751205801963806, -0.47509804368019104, -0.5041659474372864, 0.3183288276195526, 1.0021615028381348, 0.3340047299861908, 0.47106561064720154, 0.17511020600795746, -1.9008500576019287, -1.072119116783142, 0.30654940009117126, 0.10253243893384933, -0.30241116881370544, -0.8644523620605469, 0.5224308371543884, -0.10846266150474548, 0.5921395421028137, 0.6021026372909546, -0.7233119606971741, 0.7109023928642273, 1.3784208297729492, 0.38665521144866943, 0.8673831224441528, -0.8230493068695068, -0.18909336626529694, 1.0335183143615723, 0.890711784362793, 0.565991222858429, -0.7603775858879089, 0.9561296701431274, 0.8784691691398621, -0.16919483244419098, 0.5123522877693176, 0.4075985550880432, -0.9820773601531982, -0.9314842820167542, 0.38484707474708557, 0.17032071948051453, -1.1249793767929077, 0.09708279371261597, -0.7905421853065491, -0.05765264108777046, -0.5434777140617371, 0.39655616879463196, -0.41405412554740906, -1.0934749841690063, 0.11227114498615265, 0.3233954906463623, -0.2800343930721283, 1.2246160507202148, 0.5207631587982178, -0.36297860741615295, -0.7545400857925415, 0.5932730436325073, -0.3145745098590851, -0.20809191465377808, 0.549477756023407, 0.09682390093803406, 0.15828849375247955]"
1600,nd time  month daughter lice used rid day  small live lice appeared possibly hatched overnight called pediatrician day  got script sklice coupon amp insurance paid  hopeful answer prayers daughter long hair amp takes hours nit pick even use magnifier lamp light check head highly recommend sklice supposed kill nits older daughter microscope ampdid little science experimentout  nits  still alive checked hair daily  days since using sklice vacuumed amp laundered everything amp day  found live louse head retreated rid cleaned disappointed wsklice,372,2930,"[-0.4540569484233856, 0.32980623841285706, -0.8130265474319458, -0.1870492547750473, 0.8708510398864746, 0.3074553906917572, -0.8283481001853943, -0.5352258086204529, -2.699565887451172, 0.6340357661247253, 1.1121069192886353, -0.5768929123878479, 1.1685160398483276, -1.6412001848220825, 1.8362376689910889, 0.8380610346794128, 1.3669965267181396, 2.2295796871185303, 0.5165871977806091, -0.4689019024372101, -1.329295039176941, 1.060834288597107, -0.10980384796857834, 1.0755696296691895, 1.8256361484527588, -0.0015797055093571544, -1.2905884981155396, 0.8067817687988281, -0.6249690055847168, 1.0453429222106934, -0.40322184562683105, 0.8754473328590393, -0.7446067333221436, -0.6755151748657227, 0.542509138584137, 0.07767517864704132, 1.285506248474121, 0.936029314994812, 0.27794134616851807, -0.03188244253396988, -0.2697032392024994, -0.19694387912750244, 0.3150082230567932, 0.9782209396362305, -0.6768172383308411, 0.2254725694656372, -0.18452487885951996, -0.3106423318386078, -0.8125457763671875, -0.004229727201163769, 0.1977946013212204, 0.21963387727737427, 0.9097163081169128, -0.3987427055835724, 1.0089318752288818, -0.5322102308273315, -0.19982096552848816, -0.41640958189964294, 0.420796275138855, -1.312292218208313, 0.7831688523292542, -0.58000648021698, -1.2120118141174316, -0.7099339365959167]"
1601,new iud never kids easy insertion cramping heavy flow wish id gotten paragard iud sooner,173,2448,"[-0.053321968764066696, 0.055876921862363815, -0.3840424418449402, -0.5766751766204834, 0.02202136255800724, 0.08478250354528427, -0.015482415445148945, 0.2928215265274048, -0.17032095789909363, 0.2223523110151291, 0.27982017397880554, 0.1848088800907135, -0.0869874581694603, -0.40144193172454834, -0.11419221758842468, -0.21429070830345154, 0.014937334693968296, -0.12047099322080612, -0.04456827789545059, 0.03712674230337143, 0.11096298694610596, -0.31986701488494873, -0.02119554579257965, -0.18751317262649536, 0.3883265554904938, -0.245724156498909, -0.1934974044561386, 0.45417240262031555, 0.5375418663024902, 0.9740942716598511, 0.18616947531700134, 0.7994652986526489, -0.2136334329843521, 0.06499869376420975, 0.4031362235546112, -0.009622558951377869, -0.029170475900173187, 0.7379271984100342, -0.39637380838394165, 0.3024653494358063, -0.1666211187839508, -0.1026640236377716, 0.20768743753433228, 0.3553013205528259, -0.1756010353565216, 0.09706605970859528, -0.6124229431152344, -0.3765600025653839, 0.002988823689520359, 0.16365842521190643, -0.18892017006874084, 0.186664417386055, 0.5200528502464294, -0.324599951505661, 0.6196698546409607, 0.3034040331840515, -0.2124609351158142, -0.293704628944397, 0.38229161500930786, -0.46058982610702515, 0.07565564662218094, -0.6261761784553528, -0.005310226697474718, 0.019720498472452164]"
